transaction_id,items
505,"[np.str_('Bagel'), np.str_('Croissant'), np.str_('Orange'), np.str_('Potato'), np.str_('Toothpaste')]"
506,"[np.str_('Banana'), np.str_('Bread'), np.str_('Juice')]"
507,"[np.str_('Butter'), np.str_('Detergent'), np.str_('Tomato'), np.str_('Toothpaste'), np.str_('Water'), np.str_('Yogurt')]"
508,"[np.str_('Beef'), np.str_('Lettuce'), np.str_('Soap'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
509,"[np.str_('Coffee'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Water')]"
510,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Carrot'), np.str_('Eggs'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Tea')]"
511,"[np.str_('Milk'), np.str_('Orange'), np.str_('Soap'), np.str_('Toilet Paper')]"
512,"[np.str_('Banana'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Fish'), np.str_('Milk'), np.str_('Toilet Paper'), np.str_('Water')]"
513,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Eggs')]"
514,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Toothpaste')]"
515,"[np.str_('Butter'), np.str_('Milk'), np.str_('Orange'), np.str_('Potato'), np.str_('Soda'), np.str_('Yogurt')]"
516,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Fish'), np.str_('Juice'), np.str_('Shampoo')]"
517,"[np.str_('Bagel'), np.str_('Potato'), np.str_('Tea')]"
518,"[np.str_('Bread'), np.str_('Fish'), np.str_('Juice'), np.str_('Water')]"
519,"[np.str_('Bread'), np.str_('Pork')]"
520,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Bread'), np.str_('Detergent'), np.str_('Fish')]"
521,"[np.str_('Bread'), np.str_('Orange'), np.str_('Tomato')]"
522,"[np.str_('Chicken'), np.str_('Detergent'), np.str_('Pork'), np.str_('Potato'), np.str_('Soap'), np.str_('Tea'), np.str_('Toothpaste')]"
523,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Toilet Paper')]"
524,"[np.str_('Bagel'), np.str_('Banana')]"
525,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Bread'), np.str_('Butter'), np.str_('Soda'), np.str_('Tomato'), np.str_('Yogurt')]"
526,"[np.str_('Lettuce'), np.str_('Water')]"
527,"[np.str_('Orange'), np.str_('Toilet Paper')]"
528,"[np.str_('Beef'), np.str_('Soda')]"
529,"[np.str_('Apple'), np.str_('Bread'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Tea')]"
530,"[np.str_('Beef'), np.str_('Bread'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Shampoo'), np.str_('Toilet Paper')]"
531,"[np.str_('Chicken'), np.str_('Coffee'), np.str_('Tomato')]"
532,"[np.str_('Bread'), np.str_('Juice'), np.str_('Orange'), np.str_('Soap'), np.str_('Yogurt')]"
533,"[np.str_('Butter'), np.str_('Cake'), np.str_('Chicken'), np.str_('Lettuce')]"
534,"[np.str_('Pork'), np.str_('Potato')]"
535,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Pork'), np.str_('Soap'), np.str_('Toilet Paper')]"
536,"[np.str_('Lettuce'), np.str_('Tomato')]"
537,"[np.str_('Carrot'), np.str_('Shampoo')]"
538,"[np.str_('Bagel'), np.str_('Soap'), np.str_('Soda')]"
539,"[np.str_('Bagel'), np.str_('Carrot'), np.str_('Soda')]"
540,"[np.str_('Bread'), np.str_('Butter'), np.str_('Cake'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Soda')]"
541,"[np.str_('Bagel'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Juice'), np.str_('Orange'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
542,"[np.str_('Milk'), np.str_('Tea')]"
543,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Fish'), np.str_('Potato'), np.str_('Soda')]"
544,"[np.str_('Butter'), np.str_('Croissant'), np.str_('Pork')]"
545,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Potato'), np.str_('Toothpaste'), np.str_('Water')]"
546,"[np.str_('Apple'), np.str_('Carrot'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Potato'), np.str_('Soda')]"
547,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Fish'), np.str_('Milk'), np.str_('Tea'), np.str_('Toothpaste')]"
548,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Banana'), np.str_('Detergent'), np.str_('Yogurt')]"
549,"[np.str_('Detergent'), np.str_('Eggs')]"
550,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Orange'), np.str_('Potato'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
551,"[np.str_('Butter'), np.str_('Orange')]"
552,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Butter'), np.str_('Chicken'), np.str_('Milk'), np.str_('Yogurt')]"
553,"[np.str_('Apple'), np.str_('Butter'), np.str_('Fish'), np.str_('Pork'), np.str_('Potato'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
554,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Soap'), np.str_('Toilet Paper')]"
555,"[np.str_('Chicken'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Potato'), np.str_('Yogurt')]"
556,"[np.str_('Milk'), np.str_('Shampoo'), np.str_('Water')]"
557,"[np.str_('Banana'), np.str_('Cake'), np.str_('Cheese'), np.str_('Detergent'), np.str_('Juice'), np.str_('Soap'), np.str_('Soda')]"
558,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Shampoo'), np.str_('Yogurt')]"
559,"[np.str_('Cake'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Soda'), np.str_('Tomato'), np.str_('Water'), np.str_('Yogurt')]"
560,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Pork'), np.str_('Tomato'), np.str_('Toothpaste')]"
561,"[np.str_('Banana'), np.str_('Juice'), np.str_('Tomato'), np.str_('Yogurt')]"
562,"[np.str_('Apple'), np.str_('Banana'), np.str_('Cheese'), np.str_('Detergent'), np.str_('Juice'), np.str_('Milk'), np.str_('Yogurt')]"
563,"[np.str_('Bread'), np.str_('Orange'), np.str_('Pork'), np.str_('Potato'), np.str_('Soda'), np.str_('Tomato'), np.str_('Yogurt')]"
564,"[np.str_('Fish'), np.str_('Shampoo'), np.str_('Soda')]"
565,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Pork'), np.str_('Potato'), np.str_('Soap')]"
566,"[np.str_('Beef'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Soap'), np.str_('Water')]"
567,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Butter'), np.str_('Cake'), np.str_('Carrot'), np.str_('Cheese'), np.str_('Eggs')]"
568,"[np.str_('Cheese'), np.str_('Juice'), np.str_('Milk'), np.str_('Water')]"
569,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Juice')]"
570,"[np.str_('Butter'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Orange'), np.str_('Pork'), np.str_('Toilet Paper')]"
571,"[np.str_('Apple'), np.str_('Cake'), np.str_('Detergent'), np.str_('Eggs')]"
572,"[np.str_('Banana'), np.str_('Beef')]"
573,"[np.str_('Bagel'), np.str_('Carrot'), np.str_('Detergent'), np.str_('Toilet Paper'), np.str_('Water')]"
574,"[np.str_('Bagel'), np.str_('Bread'), np.str_('Cake'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Water'), np.str_('Yogurt')]"
575,"[np.str_('Apple'), np.str_('Beef'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Potato'), np.str_('Soap'), np.str_('Tea')]"
576,"[np.str_('Milk'), np.str_('Orange'), np.str_('Yogurt')]"
577,"[np.str_('Croissant'), np.str_('Juice'), np.str_('Potato')]"
578,"[np.str_('Bagel'), np.str_('Eggs'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Tea'), np.str_('Toilet Paper')]"
579,"[np.str_('Butter'), np.str_('Cake'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Fish'), np.str_('Soap')]"
580,"[np.str_('Orange'), np.str_('Potato')]"
581,"[np.str_('Juice'), np.str_('Toothpaste')]"
582,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Soap'), np.str_('Soda'), np.str_('Tea')]"
583,"[np.str_('Chicken'), np.str_('Coffee')]"
584,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Fish'), np.str_('Milk'), np.str_('Toilet Paper')]"
585,"[np.str_('Beef'), np.str_('Butter'), np.str_('Detergent'), np.str_('Orange'), np.str_('Soda'), np.str_('Yogurt')]"
586,"[np.str_('Soap'), np.str_('Yogurt')]"
587,"[np.str_('Banana'), np.str_('Croissant'), np.str_('Water')]"
588,"[np.str_('Cheese'), np.str_('Croissant'), np.str_('Yogurt')]"
589,"[np.str_('Apple'), np.str_('Cake'), np.str_('Cheese'), np.str_('Orange'), np.str_('Toothpaste')]"
590,"[np.str_('Apple'), np.str_('Potato')]"
591,"[np.str_('Bagel'), np.str_('Croissant')]"
592,"[np.str_('Bread'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Pork')]"
593,"[np.str_('Apple'), np.str_('Cheese'), np.str_('Lettuce')]"
594,"[np.str_('Bagel'), np.str_('Pork'), np.str_('Soap')]"
595,"[np.str_('Bagel'), np.str_('Detergent'), np.str_('Juice'), np.str_('Water'), np.str_('Yogurt')]"
596,"[np.str_('Butter'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Milk'), np.str_('Soap')]"
597,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Bread'), np.str_('Fish'), np.str_('Juice')]"
598,"[np.str_('Croissant'), np.str_('Eggs'), np.str_('Soda'), np.str_('Tomato')]"
599,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Fish'), np.str_('Shampoo'), np.str_('Tomato'), np.str_('Toothpaste')]"
600,"[np.str_('Cake'), np.str_('Eggs'), np.str_('Potato'), np.str_('Soap')]"
601,"[np.str_('Coffee'), np.str_('Potato'), np.str_('Yogurt')]"
602,"[np.str_('Butter'), np.str_('Cake'), np.str_('Eggs'), np.str_('Milk'), np.str_('Pork'), np.str_('Tomato'), np.str_('Water')]"
603,"[np.str_('Juice'), np.str_('Pork')]"
604,"[np.str_('Eggs'), np.str_('Fish'), np.str_('Soap'), np.str_('Water')]"
605,"[np.str_('Fish'), np.str_('Toothpaste')]"
606,"[np.str_('Bread'), np.str_('Cake'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Juice'), np.str_('Water')]"
607,"[np.str_('Banana'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Toothpaste'), np.str_('Yogurt')]"
608,"[np.str_('Beef'), np.str_('Croissant'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Yogurt')]"
609,"[np.str_('Banana'), np.str_('Pork'), np.str_('Potato')]"
610,"[np.str_('Croissant'), np.str_('Eggs'), np.str_('Orange'), np.str_('Potato'), np.str_('Toilet Paper')]"
611,"[np.str_('Juice'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soap')]"
612,"[np.str_('Bread'), np.str_('Potato'), np.str_('Yogurt')]"
613,"[np.str_('Apple'), np.str_('Carrot'), np.str_('Soap')]"
614,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Toilet Paper')]"
615,"[np.str_('Beef'), np.str_('Bread'), np.str_('Fish'), np.str_('Milk'), np.str_('Tomato')]"
616,"[np.str_('Beef'), np.str_('Carrot'), np.str_('Croissant')]"
617,"[np.str_('Bagel'), np.str_('Cake'), np.str_('Chicken'), np.str_('Potato'), np.str_('Shampoo')]"
618,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Soda'), np.str_('Toothpaste')]"
619,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Orange'), np.str_('Tomato')]"
620,"[np.str_('Beef'), np.str_('Butter'), np.str_('Juice'), np.str_('Orange'), np.str_('Soda')]"
621,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Cheese'), np.str_('Eggs'), np.str_('Milk')]"
622,"[np.str_('Beef'), np.str_('Butter'), np.str_('Water')]"
623,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Milk'), np.str_('Pork'), np.str_('Tomato')]"
624,"[np.str_('Bread'), np.str_('Cheese'), np.str_('Fish'), np.str_('Milk')]"
625,"[np.str_('Banana'), np.str_('Soda')]"
626,"[np.str_('Croissant'), np.str_('Juice'), np.str_('Milk'), np.str_('Shampoo'), np.str_('Soap')]"
627,"[np.str_('Apple'), np.str_('Lettuce'), np.str_('Tea'), np.str_('Tomato')]"
628,"[np.str_('Banana'), np.str_('Soap')]"
629,"[np.str_('Banana'), np.str_('Beef'), np.str_('Butter'), np.str_('Fish'), np.str_('Juice'), np.str_('Potato'), np.str_('Soda')]"
630,"[np.str_('Lettuce'), np.str_('Orange'), np.str_('Tea')]"
631,"[np.str_('Bread'), np.str_('Cheese'), np.str_('Pork'), np.str_('Soda'), np.str_('Tea'), np.str_('Toothpaste')]"
632,"[np.str_('Shampoo'), np.str_('Toilet Paper')]"
633,"[np.str_('Beef'), np.str_('Potato'), np.str_('Toilet Paper')]"
634,"[np.str_('Beef'), np.str_('Butter'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Pork'), np.str_('Soda'), np.str_('Toilet Paper')]"
635,"[np.str_('Cake'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Juice')]"
636,"[np.str_('Cheese'), np.str_('Tea')]"
637,"[np.str_('Cheese'), np.str_('Chicken')]"
638,"[np.str_('Beef'), np.str_('Croissant'), np.str_('Pork')]"
639,"[np.str_('Bagel'), np.str_('Banana'), np.str_('Beef'), np.str_('Cheese')]"
640,"[np.str_('Detergent'), np.str_('Juice'), np.str_('Milk'), np.str_('Potato'), np.str_('Water')]"
641,"[np.str_('Tomato'), np.str_('Water')]"
642,"[np.str_('Bagel'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Soap'), np.str_('Yogurt')]"
643,"[np.str_('Coffee'), np.str_('Detergent'), np.str_('Fish')]"
644,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Coffee')]"
645,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Butter'), np.str_('Carrot'), np.str_('Tea')]"
646,"[np.str_('Apple'), np.str_('Beef'), np.str_('Butter'), np.str_('Chicken'), np.str_('Toothpaste')]"
647,"[np.str_('Eggs'), np.str_('Yogurt')]"
648,"[np.str_('Coffee'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Potato'), np.str_('Water')]"
649,"[np.str_('Apple'), np.str_('Tea')]"
650,"[np.str_('Chicken'), np.str_('Milk'), np.str_('Soap')]"
651,"[np.str_('Bread'), np.str_('Pork')]"
652,"[np.str_('Apple'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Lettuce'), np.str_('Pork'), np.str_('Potato'), np.str_('Shampoo')]"
653,"[np.str_('Beef'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Fish'), np.str_('Soda')]"
654,"[np.str_('Bread'), np.str_('Potato')]"
655,"[np.str_('Cake'), np.str_('Soap'), np.str_('Yogurt')]"
656,"[np.str_('Cake'), np.str_('Coffee'), np.str_('Tea')]"
657,"[np.str_('Carrot'), np.str_('Juice'), np.str_('Tea'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Toothpaste')]"
658,"[np.str_('Croissant'), np.str_('Milk')]"
659,"[np.str_('Croissant'), np.str_('Detergent'), np.str_('Potato')]"
660,"[np.str_('Carrot'), np.str_('Soap'), np.str_('Soda')]"
661,"[np.str_('Orange'), np.str_('Soda')]"
662,"[np.str_('Apple'), np.str_('Bread'), np.str_('Cake'), np.str_('Chicken')]"
663,"[np.str_('Coffee'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Soda'), np.str_('Tomato')]"
664,"[np.str_('Bagel'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Shampoo')]"
665,"[np.str_('Coffee'), np.str_('Toothpaste'), np.str_('Water')]"
666,"[np.str_('Coffee'), np.str_('Detergent'), np.str_('Tea'), np.str_('Yogurt')]"
667,"[np.str_('Detergent'), np.str_('Eggs'), np.str_('Fish'), np.str_('Orange')]"
668,"[np.str_('Cake'), np.str_('Detergent'), np.str_('Milk'), np.str_('Soap'), np.str_('Tea'), np.str_('Tomato')]"
669,"[np.str_('Butter'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Milk'), np.str_('Pork')]"
670,"[np.str_('Juice'), np.str_('Orange'), np.str_('Pork'), np.str_('Soda')]"
671,"[np.str_('Cake'), np.str_('Pork'), np.str_('Toilet Paper')]"
672,"[np.str_('Detergent'), np.str_('Lettuce'), np.str_('Soda'), np.str_('Tea'), np.str_('Water'), np.str_('Yogurt')]"
673,"[np.str_('Butter'), np.str_('Juice'), np.str_('Tea')]"
674,"[np.str_('Bread'), np.str_('Chicken'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Water'), np.str_('Yogurt')]"
675,"[np.str_('Bread'), np.str_('Fish'), np.str_('Milk')]"
676,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Eggs'), np.str_('Fish'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Toothpaste')]"
677,"[np.str_('Apple'), np.str_('Pork'), np.str_('Potato'), np.str_('Toilet Paper'), np.str_('Water')]"
678,"[np.str_('Bagel'), np.str_('Juice'), np.str_('Potato'), np.str_('Yogurt')]"
679,"[np.str_('Croissant'), np.str_('Juice')]"
680,"[np.str_('Banana'), np.str_('Chicken'), np.str_('Orange'), np.str_('Potato'), np.str_('Shampoo')]"
681,"[np.str_('Carrot'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Milk'), np.str_('Shampoo')]"
682,"[np.str_('Cake'), np.str_('Fish')]"
683,"[np.str_('Lettuce'), np.str_('Orange'), np.str_('Tomato')]"
684,"[np.str_('Cheese'), np.str_('Coffee'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Orange'), np.str_('Tomato')]"
685,"[np.str_('Banana'), np.str_('Butter'), np.str_('Carrot'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Fish'), np.str_('Soap')]"
686,"[np.str_('Beef'), np.str_('Cake'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Pork'), np.str_('Tomato'), np.str_('Water')]"
687,"[np.str_('Butter'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Tea')]"
688,"[np.str_('Coffee'), np.str_('Tomato'), np.str_('Toothpaste')]"
689,"[np.str_('Butter'), np.str_('Tomato')]"
690,"[np.str_('Bread'), np.str_('Coffee'), np.str_('Milk'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Water')]"
691,"[np.str_('Chicken'), np.str_('Lettuce'), np.str_('Tomato')]"
692,"[np.str_('Juice'), np.str_('Pork'), np.str_('Soda'), np.str_('Toilet Paper')]"
693,"[np.str_('Cake'), np.str_('Fish')]"
694,"[np.str_('Shampoo'), np.str_('Soap'), np.str_('Toothpaste')]"
695,"[np.str_('Chicken'), np.str_('Milk'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Tomato')]"
696,"[np.str_('Bread'), np.str_('Eggs')]"
697,"[np.str_('Bread'), np.str_('Toothpaste')]"
698,"[np.str_('Chicken'), np.str_('Croissant'), np.str_('Juice'), np.str_('Soda')]"
699,"[np.str_('Juice'), np.str_('Soap'), np.str_('Tomato')]"
700,"[np.str_('Banana'), np.str_('Butter'), np.str_('Carrot'), np.str_('Chicken'), np.str_('Fish'), np.str_('Milk'), np.str_('Tea')]"
701,"[np.str_('Juice'), np.str_('Toothpaste')]"
702,"[np.str_('Beef'), np.str_('Bread'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Soda'), np.str_('Toilet Paper'), np.str_('Water')]"
703,"[np.str_('Soda'), np.str_('Water')]"
704,"[np.str_('Banana'), np.str_('Bread'), np.str_('Chicken')]"
705,"[np.str_('Bread'), np.str_('Eggs'), np.str_('Juice'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Water')]"
706,"[np.str_('Banana'), np.str_('Cake'), np.str_('Chicken'), np.str_('Eggs'), np.str_('Fish'), np.str_('Yogurt')]"
707,"[np.str_('Beef'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Pork'), np.str_('Shampoo')]"
708,"[np.str_('Banana'), np.str_('Bread'), np.str_('Croissant'), np.str_('Tea')]"
709,"[np.str_('Cake'), np.str_('Cheese'), np.str_('Shampoo')]"
710,"[np.str_('Potato'), np.str_('Tomato'), np.str_('Yogurt')]"
711,"[np.str_('Apple'), np.str_('Butter'), np.str_('Croissant'), np.str_('Eggs'), np.str_('Soap'), np.str_('Soda'), np.str_('Water')]"
712,"[np.str_('Beef'), np.str_('Butter'), np.str_('Pork')]"
713,"[np.str_('Coffee'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Toothpaste')]"
714,"[np.str_('Chicken'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Milk'), np.str_('Tomato')]"
715,"[np.str_('Bread'), np.str_('Cake'), np.str_('Detergent'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Toothpaste')]"
716,"[np.str_('Banana'), np.str_('Butter'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Potato'), np.str_('Tea'), np.str_('Water')]"
717,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Soap'), np.str_('Water')]"
718,"[np.str_('Cake'), np.str_('Pork'), np.str_('Toilet Paper'), np.str_('Tomato'), np.str_('Yogurt')]"
719,"[np.str_('Bread'), np.str_('Potato'), np.str_('Toothpaste'), np.str_('Yogurt')]"
720,"[np.str_('Apple'), np.str_('Bread')]"
721,"[np.str_('Apple'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Soda')]"
722,"[np.str_('Cake'), np.str_('Croissant'), np.str_('Juice'), np.str_('Soap'), np.str_('Toilet Paper'), np.str_('Toothpaste'), np.str_('Water')]"
723,"[np.str_('Apple'), np.str_('Bagel'), np.str_('Toilet Paper')]"
724,"[np.str_('Bread'), np.str_('Carrot'), np.str_('Toilet Paper')]"
725,"[np.str_('Beef'), np.str_('Detergent'), np.str_('Pork'), np.str_('Potato'), np.str_('Soda'), np.str_('Tea')]"
726,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Water')]"
727,"[np.str_('Bread'), np.str_('Croissant'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Tea'), np.str_('Toilet Paper')]"
728,"[np.str_('Bread'), np.str_('Tea'), np.str_('Yogurt')]"
729,"[np.str_('Apple'), np.str_('Banana'), np.str_('Cake'), np.str_('Cheese'), np.str_('Pork'), np.str_('Potato'), np.str_('Soap')]"
730,"[np.str_('Bagel'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Potato'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Toothpaste')]"
731,"[np.str_('Cake'), np.str_('Detergent'), np.str_('Orange'), np.str_('Soda'), np.str_('Tomato'), np.str_('Yogurt')]"
732,"[np.str_('Banana'), np.str_('Bread'), np.str_('Detergent'), np.str_('Lettuce'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Tea')]"
733,"[np.str_('Beef'), np.str_('Cheese'), np.str_('Potato')]"
734,"[np.str_('Apple'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Fish')]"
735,"[np.str_('Beef'), np.str_('Cheese'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Juice'), np.str_('Soap'), np.str_('Tomato')]"
736,"[np.str_('Chicken'), np.str_('Fish'), np.str_('Juice'), np.str_('Shampoo'), np.str_('Toilet Paper'), np.str_('Tomato')]"
737,"[np.str_('Banana'), np.str_('Beef'), np.str_('Chicken'), np.str_('Croissant'), np.str_('Orange')]"
738,"[np.str_('Butter'), np.str_('Croissant'), np.str_('Fish'), np.str_('Lettuce'), np.str_('Milk')]"
739,"[np.str_('Beef'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Toothpaste'), np.str_('Water')]"
740,"[np.str_('Eggs'), np.str_('Tea')]"
741,"[np.str_('Apple'), np.str_('Beef'), np.str_('Lettuce'), np.str_('Shampoo'), np.str_('Yogurt')]"
742,"[np.str_('Beef'), np.str_('Bread'), np.str_('Coffee'), np.str_('Eggs'), np.str_('Soda'), np.str_('Toilet Paper')]"
743,"[np.str_('Banana'), np.str_('Fish'), np.str_('Juice'), np.str_('Lettuce'), np.str_('Potato'), np.str_('Soap')]"
744,"[np.str_('Bread'), np.str_('Potato'), np.str_('Shampoo')]"
745,"[np.str_('Bagel'), np.str_('Detergent'), np.str_('Orange'), np.str_('Shampoo'), np.str_('Soda'), np.str_('Tea'), np.str_('Yogurt')]"
746,"[np.str_('Milk'), np.str_('Soda'), np.str_('Yogurt')]"
747,"[np.str_('Apple'), np.str_('Banana'), np.str_('Butter'), np.str_('Chicken'), np.str_('Toothpaste')]"
748,"[np.str_('Bagel'), np.str_('Beef'), np.str_('Juice'), np.str_('Orange'), np.str_('Pork'), np.str_('Toilet Paper')]"
749,"[np.str_('Bagel'), np.str_('Cheese'), np.str_('Croissant'), np.str_('Milk'), np.str_('Potato'), np.str_('Tea'), np.str_('Toothpaste')]"
750,"[np.str_('Carrot'), np.str_('Orange'), np.str_('Potato'), np.str_('Toilet Paper'), np.str_('Yogurt')]"
751,"[np.str_('Beef'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Detergent'), np.str_('Soap'), np.str_('Water')]"
752,"[np.str_('Bread'), np.str_('Cheese'), np.str_('Chicken'), np.str_('Pork'), np.str_('Shampoo')]"
753,"[np.str_('Butter'), np.str_('Lettuce'), np.str_('Orange')]"
754,"[np.str_('Apple'), np.str_('Bread'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Shampoo'), np.str_('Tea'), np.str_('Yogurt')]"
755,"[np.str_('Apple'), np.str_('Cake'), np.str_('Chicken'), np.str_('Coffee'), np.str_('Milk')]"
756,"[np.str_('Bread'), np.str_('Cake'), np.str_('Cheese'), np.str_('Orange')]"
757,"[np.str_('Orange'), np.str_('Shampoo')]"
758,"[np.str_('Banana'), np.str_('Cheese'), np.str_('Tea')]"
759,"[np.str_('Bagel'), np.str_('Yogurt')]"
760,"[np.str_('Apple'), np.str_('Banana'), np.str_('Shampoo'), np.str_('Soap'), np.str_('Soda')]"
761,"[np.str_('Beef'), np.str_('Bread'), np.str_('Juice'), np.str_('Tea'), np.str_('Toilet Paper')]"
762,"[np.str_('Carrot'), np.str_('Detergent'), np.str_('Eggs'), np.str_('Juice'), np.str_('Milk'), np.str_('Toothpaste')]"
763,"[np.str_('Cake'), np.str_('Milk'), np.str_('Orange'), np.str_('Shampoo')]"
764,"[np.str_('Banana'), np.str_('Carrot'), np.str_('Eggs'), np.str_('Lettuce'), np.str_('Milk'), np.str_('Orange'), np.str_('Soap')]"
